Species	ERAS6_Dag42	ERAS7_Dag8	ERAS11_Dag180	ERAS3_Dag180	ERAS9_Dag42	ERAS9_Dag4	ERAS7_Dag4opt	ERAS2_Dag0	ERAS2_Dag42	ERAS2_Dag180	ERAS4_Dag0	ERAS3_Dag4	ERAS9_Dag8	ERAS7_Dag0	ERAS11_Dag8	ERAS11_Dag4opt	ERAS4_Dag180	ERAS5_Dag4	ERAS3_Dag0	ERAS9_Dag0	ERAS11_Dag42	ERAS5_Dag180	ERAS5_Dag0	ERAS5_Dag42	ERAS6_Dag8opt	ERAS2_Dag8	ERAS4_Dag4opt	ERAS6_Dag4opt	ERAS6_Dag180	ERAS7_Dag42	ERAS2_Dag4opt	ERAS4_Dag42	ERAS3_Dag42	ERAS7_Dag180	ERAS11_Dag0	ERAS4_Dag8opt	ERAS5_Dag8	ERAS6_Dag0	ERAS3_Dag8	ERAS9_Dag180	ERAS8_Dag180	ERAS10_Dag0	ERAS12_Dag180	ERAS12_Dag2	ERAS8_Dag8	ERAS12_Dag4opt	ERAS8_Dag0	ERAS12_Dag42	ERAS1_Dag8	ERAS12_Dag0	ERAS1_Dag42	ERAS10_Dag180	ERAS10_Dag8	ERAS1_Dag0	ERAS8_Dag42	ERAS1_Dag180	ERAS10_Dag42	ERAS12_Dag8	ERAS12_Dag1opt
Citrobacter koseri	0	0.00901669797387567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101817547427994	0	0	0	0	0	0
Citrobacter rodentium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00185408496859619	0	0	0	0	0	0
Citrobacter sp. 30_2	0	0.00186780556987245	0	6.64051990490811e-05	0	0	0.000224342677791109	0	0	0	0	0	0	0	0	0	8.40301180019983e-05	0	0	0	0	0	0	0	0	0.000126663094301565	0	0	0	0	0	0	0	0	0	0.00665086347319856	0.000248500859767302	0	0	0	0	0	0	0	5.95345215273392e-05	0	0	0	0.00027565778333681	0	8.74585514124363e-05	0	0.0012570067583703	0	0	0	8.0675670263553e-05	0	0
Citrobacter youngae	0	0.000187847874455743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000989286143862868	0	0	0	0	0	0	0	0	5.95345215273392e-05	0.000288839011758953	0	0	0	0	0	0	0.000293301576953069	0	0	0	0	0	0
Clostridiales bacterium 1_7_47FAA	0.00073761702422322	0	0.000116860757485937	6.64051990490811e-05	0.000155986654733947	0	0	0	0.000168994041043731	0.000126088410908173	0	0.000124006511834657	0	0	0	0	5.60200786679989e-05	0	6.87414229017498e-05	0	0.000187646617959101	0.000116881689837756	8.12993223255015e-05	0.000124245304353806	0	0	0	0	0	0.000166695890306345	0	0.00051773776433794	0.000478281076369173	0	0	0.0012157492370363	0	0	0	0	0	0	0.000111675921439357	0	0	0	0	7.56351825343115e-05	0.000249814866148984	0	0.000106199669572244	0	0	0	0	0	0.000204210290354619	0	0
Clostridium bolteae	0.000180640903891401	0	8.86194077601685e-05	0.00129490138145708	0.00123229457239818	0	0	9.93343768111205e-05	0.00147588129178191	0.00144371230489858	0	0	0	0	0	0	0.000386538542809192	0.000150856105510251	8.83818294451069e-05	0	0.000416992484353558	0.00116031641184391	0.000173438554294403	0.00233891785446041	0	0.0020063434137368	0	0	0.000104691731921093	0.00550634166689345	0	0.00218644640478099	0.00875785793173774	7.50373909157516e-05	0	0	0	0	0	0.000121142402656789	0.000120566348402458	0	0.000344599986155731	0	0	0	0	0.000438684058699007	0	0	0.000883331369265606	0.000414197322941351	0	0	0.000106475713859658	5.85959230344619e-05	0.00147636476582302	0	0
Clostridium butyricum	0	0.000146374967108371	0	0	0	0	0	0	0	0	0	0	0.00167177893265471	0	0.00143932682599127	0	0	0	0	0	0	0	0	0	0	0.000151995713161878	0	0	0	0	0	0	0	0	6.36939090175957e-05	0.000364724771110889	0	0	0	0	0	0	0	0	0	0	0	0	0.000737384570425967	0	0	0	0	0	0	0	0	0.000356067906282336	0
Clostridium leptum	0.000751666872303663	0	0.0007362227721614	0.000212496636957059	0.00476539230212209	0.000159923652955773	0	8.82972238321071e-05	0	0	0.000152695481848772	0.000165342015779543	0	0	0	0	0.000180509142374663	0	0.00013175439389502	0.000149142497919294	0.00281469926938652	7.28613131456143e-05	5.4199548217001e-05	0.000889906992434138	0	0	3.33350790999746e-05	0	0.00140705687701948	9.98638974185475e-05	0	7.16867673698686e-05	0.00011809409293066	7.50373909157516e-05	6.36939090175957e-05	0	0	9.30681950041624e-05	0	9.50136491425796e-05	0.000163166458171326	0	7.44506142929049e-05	8.56000525235993e-05	0	0	8.49666578873698e-05	0.000226905547602935	0	0.000122459868453367	0.000166171247683629	0.000398625995011225	0	8.23408076272316e-05	0	0.000345715945903325	0	0	0.000150293835893513
Clostridium methylpentosum	0	0	0	0	0.000382167304098171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000214543983006405	6.62668959379472e-05	0	0	5.70081894855477e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium perfringens	0	0.000578723249585875	0	0	0	0	9.4150369695941e-05	0	0	0	0	0	0.00074608316002772	6.23431319336732e-05	0.000241350534846097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142314175394249	0.000227200786072962	0	0	0	0	0	0	0	0.000107162138749211	0	0	0	0.000599555678757562	0.000538823421194813	0	0	0	0	0	0	0	0.000170912595015521	0
Clostridium ramosum	0.000259922189488182	0.000582173164635568	5.45350201601037e-05	0.000350136504076973	7.79933273669737e-05	0	0	0	0.000414803555289157	0.000334134288906659	0	0	0	0	0	0	0	0	0	0	0	6.37536490024125e-05	0	0.000385442819188513	0	0.0118096063196078	0	0	0	0.000236600618499328	0	0.000157710888213711	0.000389710506671178	0	0	0.00301661842772642	0	0	0	0	0	0	0	0	0	0	0	0.000363048876164695	0.012673993083872	0	9.71761682360403e-05	0.000430334880978027	0.0137242283345702	0	5.67870473918173e-05	5.85959230344619e-05	0.000181520258092994	0.000160230557827051	0
Clostridium saccharolyticum	0	0	0	0.000298823395720865	0.000967117259350474	0	0	0	0	0.000336235762421796	0	0	0	0	0	0	0.000593812833880788	0	0	0	0	0.000924427910534981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000490270429575711	0	0	0	0	0	0	0	0	0	0	0	0.00235749904862107	0	0	0	0	0.00561502665034329	0	0
Clostridium scindens	0	0	0	0.000371869114674854	0.000762601423143743	0	0	6.62229178740804e-05	0.000309822408580173	0.000343240674138916	0	0	0	0	0	0	0	0	0	0	0	8.500486533655e-05	0	0	0	0	0	0	0	0.000220468758147101	0	0.000268825377637007	0.00174306881165654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000179290030395494	0.000196198731919587	0	0	0.000283935236959087	0	0	0	0
Clostridium sp. 7_2_43FAA	0	0.000170770794959767	0	0	0	0	0	0	0	0	0	0	0.000241786209268243	0	0.000614346815971884	0	0	0	0	0	0	0	0	0	0.000130359883871846	0.000126663094301565	0	0	0	0	0	0	0	0	0	0.00097975085572925	0.000471441631101396	0	0	0	0	0	0	0	0.00018257253268384	0	0	0	0.000930345018761734	0	4.37292757062181e-05	0	0.000188551013755545	0	0	0	0	0	0
Clostridium sp. D5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.37292757062181e-05	3.1142655860252e-05	0	0	0	0	0	0	0
Clostridium sp. HGF2	0.000140498480804423	0.0025615619243965	5.45350201601037e-05	0.000332025995245405	0.000129988878944956	0	0	0	0.000112662694029154	0.000138697251998991	6.94070372039873e-05	0.000124006511834657	0.000317776160752547	0	0	0	8.40301180019983e-05	0	5.15560671763124e-05	0	8.52939172541369e-05	0.00015300875760579	8.12993223255015e-05	0.000316825526102206	0	0	0	0	0	7.52820149770589e-05	0	0.000508976048326067	0.000276340177457744	0	0	0	0.0034477719286572	0	0.000819306257201625	0	0	6.22417555852099e-05	0	0	0	0	0	7.56351825343115e-05	0	0	0.000931433572542446	0.000871994364087055	0	0	0	8.78938845516929e-05	0.000568763475358049	0.000395235375973393	0.000164383883008529
Clostridium sp. L2-50	0.000321139384695824	0	0.000405117292617913	0	0	0.00053307884318591	0	0	0	0	0.00439346545501239	0	0	0	0	0	0	0	0	0.0038007788153959	0.00441091400657108	0.0207108282616409	0	0	0.000162949854839808	0	0.0003933539333797	0	0.00157037597881639	0	0	0	0	0	0	0	5.68001965182405e-05	0.0104502287533245	0	0.00150664500783233	0	0.000616193380293578	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00747683977919734	0	0	0
Clostridium spiroforme	0.000266947113528404	0	0	0	0	0	0	0	0	0	6.94070372039873e-05	0.000248013023669314	0	0	0.000772321711507512	0	0	0	0.000229138076339166	0.000100923494832605	8.52939172541369e-05	0	0	6.65599844752534e-05	0	0	0	0	0	0	0	0.000974940036230213	0.000111345859048908	0	0	0	0	0	0	0	7.87700142896057e-05	0	0	0	0	0	0	0.000193289910921018	0	0	0.00107136725480234	0.00032388362094662	0	0.000329363230508927	0	7.03151076413543e-05	0.000278331062409258	0	0
Clostridium symbiosum	7.02492404022115e-05	0	9.08917002668395e-05	0.000405071714199394	0.00014484475082438	0	0	0	0.000940733495143434	0.000863705614720987	0	0	0	0	0	0	7.46934382239985e-05	0.000226284158265376	0	0	0.000127940875881205	0.000701290139026538	0.000292677560371805	0.00260915139142993	0	0.00488412891626836	0	0	0	0.000100824127201418	0	0.00226530184888785	0	0	0	0	0	0	0	0.000114016378971095	0	0	0	0	0	0	0	0	0	0	0.00014576425235406	0.000137027685785109	0	0	0	0	0.000154628368005143	0	0
Collinsella aerofaciens	0	0	0	0	0.0255428147126839	0.00363026692209605	4.41329857949723e-05	0.000748318971977108	0.00577959620369559	0.00527049557596164	0.00317884230394262	0.00839524085120628	0	0.00254359978289387	0	0.000137667667326267	0	0.000188570131887813	0.00708895923674295	0.00246556097876054	0	0	0.00484182630738542	0	0	0	0.001313402116539	5.31215957629249e-05	0.00195424566252706	0	0	0	0	0.00179339364288646	0.00489806160345311	0	0	0.00473717112571187	0	0.00965148647990323	0.00200300893479283	0.00299382844364859	0	0.000209244572835465	0.00533826209695141	0.000288839011758953	0.00085209419767048	0.0190071213708725	0	0.00406566763265177	0	0	0	0.0130304328070094	0.0030778579686365	0	0	0.000106820371884701	0.0227319426788938
Collinsella intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000141292892765647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Collinsella stercoris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.70081894855477e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprobacillus sp. 29_1	0.000226358663518237	0.00100565023698529	0	8.85402653987747e-05	0.000580616992620804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219788944302118	0	0	5.4199548217001e-05	0	0	0	0	0	0	0.000107545735681513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.56351825343115e-05	0.000675361569175185	0	4.37292757062181e-05	0	0	0	0	0	0	0	0
Coprococcus catus	0.000140498480804423	0	0.00146153854029078	0.00146091437907978	0	0.000274154833638468	0	0.000509916467630419	0.000760473184696788	0.00028369892454339	0.000534434186470702	0.000248013023669314	0	0.000342887225635203	0	0	0	0	0.00217566603484038	0.000155422182042212	0	0	0.000498635843596409	0	0	0	0.000200010474599847	0	0.00039573474666173	0	0	0	0.000588108582794686	0.000165082260014654	0.000484073708533727	0	0	0.00100513650604495	0	0.000164690325180471	0.000478246515329749	0.000159062264273314	0	0	0	0	0.000245796403174177	0	0	0.000355133618514763	0.00194595276892671	0	0	0.0017360186941408	0.00111302612887962	0.000761746999448005	0	0	0.000488454966653916
Coprococcus comes	0.00392615199136804	0	0	0.00466312064433547	0	0.00167031370864919	0	0.00241345745141093	0	0	0.00368628486483399	0.00029451546560731	0	0.000858949817752831	0	5.29491028177949e-05	0.00171172462596663	0	0.00207369959086945	0.00312414285115153	0	0.000779211265585042	0.000909347975640795	0.000403797239149871	0.000125704173733566	0	0.000259272837444247	5.31215957629249e-05	0.0024346643878983	0	0	0	0	0	0.00204528218956502	0	0	0.00319534136180958	0	0.00231833303907894	0.00240060995930227	0.0013416556203923	0	0.000183428683979141	5.29195746909682e-05	0	0.00333797584557524	7.56351825343115e-05	0	0.0041432255493389	0	0	0	0.00357572581270108	0.00488368607569629	0.000247405008367728	0	0	0.00695108991007496
Coprococcus eutactus	0	0	0	0	0	0	0	0.0651169951455832	0	6.30442054540867e-05	0	0	0	0.0310780512689361	0	4.23592822542359e-05	0	0	0	0	0.000779830100609252	0	0.0210474912242687	0	0	0	0	0	0.000806126335792413	0	0	0	0	0	0.0124266816493329	0	0	0.00386233009267274	0	0.0249315815350129	0.0142348668680502	0.00381749434255954	0	0.000114133403364799	3.96896810182261e-05	0	0.0191557330207075	0.000132361569435045	0.000888996351261213	0.00536374223825746	0.0146143239410181	0	0	0.0148041910379794	0.00840448301398897	0.0116078523531269	0	0	0.00589903305882037
Cronobacter sakazakii/turicensis	0	0.000213463493699708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000202660950882505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0100319743292932	0	4.37292757062181e-05	0	0.000502802703348119	0	0	0	0	0	0
Cryptobacterium curtum	0.000105373860603317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.05067526976648e-05	0	0
Desulfovibrio piger	0.000421495442413269	0	0.00104222482972643	0	0.00424283700876337	0.000287862575320392	0	0	0	0	0	0	0.00154052356190909	0	0	0	0	0	0	0.00474037655228746	0.000835880389090542	0	0	0	0.000747939833714717	0	0	0	0.00185653337940071	0	0	0	0	0	0.0016701958364614	0	0	0.000167522751007492	0	0.00437252813354151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dialister invisus	0.184474505296207	0.000113847196639844	0.0374655588499913	6.64051990490811e-05	0.141097728539592	0.00121541976246388	2.94219905299816e-05	0.000205291045409649	0.0337030449188214	0.0245431091832759	0.0468289280015302	0.000263513837648646	0.000138163548153281	0.00652732591345559	0.000146273051421877	0.00420627672784563	0.0536952454032769	0.00010775436107875	0.00112907787116124	0.0267396799558987	0.0503234111799408	0.0385072039974572	0.143910640425781	0.000116479972831693	0.000125704173733566	0	0.00152007960695884	7.08287943505666e-05	0.00729910754953858	0.0195249283129786	0	0.119121901338511	0	0.0265632363841761	0.121394221196636	0.000100120525402989	0.000102240353732833	0.000130295473005827	0	0.0318732787413697	0	0.0519033999825065	0.0627618678489188	0.00100152061452611	0	0.000202187308231267	0	0.0349283272943451	0	0.0690857347879668	0.0135823130343514	0.0196883870348513	0.00016760090111604	6.86173396893597e-05	0	0.0186803802633865	0.0365642306551988	0.000192276669392462	0.0331491841792629
Dorea formicigenerans	0.00276079514780691	0	0.000796211294337514	0.000371869114674854	0.000225314056837924	0.000213231537274364	0	0.00105294439419788	0.000839337070517196	0.000504353643632693	0.00133955581803695	0.000248013023669314	0	0.000504979368662753	0	0	0.000263294369739595	0	0.00134561335330175	0.000374426165828965	0.000579998637328131	0.000592908935722436	0.000677494352712513	0.000917862185913744	0.000332417703873208	0	0.000170379293177648	5.31215957629249e-05	0.000776812650854507	0	0	0	0	0.000337668259120882	0.000662416653782995	0	0	0.000791079657535381	0	0.000142520473713869	0.00140098096843656	0.000242742846782318	0.000772159228237842	8.56000525235993e-05	0	0	0.00123444415816364	0.0017471727165426	0	0.00107764684238963	0.00163984783898318	0	0	0.00131745292203571	0.000613300111831627	0.00078518536866179	0.00154897286906022	0	0.00379491935631119
Dorea longicatena	0.0226764548018339	0	0.00498995434464949	0.00156526540615691	0	0.00131137395423734	0	0.00197344295264759	0	0	0.000485849260427911	0.00110228010519695	0	0.000991255797745404	0	0.000122841918537284	0.00131086984083117	7.54280527551253e-05	0.00354190181501266	0.00365948592263026	0.00169734895335733	0.00156833976545935	0.00166392613026193	0.00198947793596532	0	0	0.000129173431512401	0.00010624319152585	0.00255029058959782	0	0	0	0	0.000600299127326013	0.0038598508864663	0	0	0.00220571622159865	0	0.00133969245291037	0.00251501402767527	0.00123238676058716	0	0.000102720063028319	0.00288543981002504	0.000115535604703581	0.00985916683843088	0	0	0.00207569477028456	0.00134467522796621	0.00399871701245635	0	0.00358182513178458	0.00291317553120023	0.00121098240937888	0	0	0.00810647377350634
Eggerthella lenta	0.00102563890987229	0	0.000316303116928602	0.000151783312112185	0.00141947855807892	0	0	9.93343768111205e-05	0.0017575380268548	0.000712399521631179	0	0.000186009767751986	0	0	0	0	0.000436956613610391	7.54280527551253e-05	9.4519456489906e-05	0	0.00171440773680815	0.00203374140317696	9.03325803616683e-05	0.000479897488066577	0	0	5.55584651666243e-05	0	0.000174050004318816	0.000580746972680169	0	0.00345530218722767	0	0	0	0	0	0.000124090926672217	0	0.000145687595351955	0	0	0.00153793697525058	0	0	0	0.000546214229275949	0.000741224788836253	0	8.57219079173566e-05	0.00098828163096053	0.000389283198253149	0	0.000233298954943823	5.67870473918173e-05	0.000603538007254958	0.000131097964178274	0	0.000187867294866891
Eggerthella sp. YY7918	0	0	0.00028903560684855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113725223005516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eikenella corrodens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89144458342025e-05	0	0	0	0	0	0	0	0	0	0
Enterobacter aerogenes	0	0.131339818403556	0	0	0	0	5.464083955568e-05	0	0	0	0	0	0	0.000163650721325892	0.000307173407985942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000247355192067479	0	0	0	0	0	0.000107271991503203	0	0	0.000550995436129748	0	0	0	0	0	0.00196860817850402	0.000308094945876216	0	0	0	0	0	0	0.00012570067583703	0	0	0	0	0.000160230557827051	0
Enterobacter asburiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000403797239149871	0	0.000694837545882873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0215666445257533	0	0	0	0	0	0
Enterobacter cancerogenus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000291199932079234	0	0.00118556656266265	0	0	0	0	0	0	0	0	0	9.53528813361801e-05	0	0	0.000179672424824918	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0160896865071398	0	0	0	0	0	0
Enterobacter cloacae	0	0.00313486387890429	0	0	0	0	0	0	0	0	0	0.000248013023669314	0	8.90616170481046e-05	0.000204782271990628	0	0	0	0	0	0	0	0	0.0002544639406477	0	0.00098797213555221	0	0	0	0	0	0	7.08564557583959e-05	0	0	0.000171635186405124	0.000142000491295601	0	0.0399180792982446	0	0	0	0	0	0	0.000192559341172635	0	0	0	0	0	4.15235411470026e-05	0.0920814587177078	0	0	0	0	0	0
Enterobacter hormaechei/cloacae	0	8.53853974798833e-05	0	0	0	0	0	6.62229178740804e-05	0.000126745530782798	0	6.94070372039873e-05	0	0	6.23431319336732e-05	8.77638308531263e-05	0	0	0	0	0	0	0	0	0.000861951798954532	0	0.00276632197954619	0	0	0	0	0	7.16867673698686e-05	0	7.50373909157516e-05	0	0.00589995953267614	0.000132533791875894	0	0.00111396903391449	0	0	0	0	0	5.95345215273392e-05	0	0	0	0	0	0	0	0.101013063102637	0	0	0	0	0.000124623767198818	0
Enterobacter sp. 638	0	0	0	0	0	0	0	6.62229178740804e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00140365754684683	0	0	0	0	0	0
Enterobacteriaceae bacterium 9_2_54FAA	0	0	0	0	0	0	0	6.62229178740804e-05	0	0	0	0	0.00185829972266164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000213400304863577	0	0	0	0	0	0	0.000103371668751304	0	0	0	0.00111873601494956	0	0	0	0	0	0
Enterococcus casseliflavus	0	0.000106731746849854	0	0	0	0	2.94219905299816e-05	0	0	0	0	0	8.63522175958009e-05	0	8.77638308531263e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00118714337263544	0.000142000491295601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0136510933959014	0	0	0	0	0	0
Enterococcus faecalis	0	0.000315925970675568	0	0	0	0	0.0237906215425431	0	0	0	0	0	0	8.31241759115643e-05	0.00102683682098158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.37728678407564e-05	0	0	0	7.50373909157516e-05	0	0.00040763356771217	5.68001965182405e-05	0	0.000783371772236642	0	0	0	0	0	0.000269889830923938	0	0	0	0.000160800373613139	0	4.37292757062181e-05	0	0.00020950112639505	0	0	0	0	0.000167860584390244	0
Enterococcus faecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176675919229865	0	0	5.37728678407564e-05	0	0	0	0	0	0.000266554645553412	0	0	0	0	0	0	0	0	4.76276172218713e-05	0	0	0	0.000351463673754433	0	0	0	0	0	0	0	0	0	0
Enterococcus gallinarum	0.000140498480804423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000522057025315586	0	0	0	0	0	0	0	0	0	0	0	0	8.61430572927531e-05	0	0	0	0	0	0	0	0	0	0
Erysipelotrichaceae bacterium 3_1_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.50373909157516e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	7.56351825343115e-05	0	0	0	0	0	0	0	5.85959230344619e-05	0	0.000213640743769402	0
Erysipelotrichaceae bacterium 5_2_54FAA	0	0	0	0	0	0	0	0	0	0.000201741457453077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000580746972680169	0	0.000774217087594581	0	7.50373909157516e-05	0	0	0	0	0	0	0	0	0.000274403692679564	8.56000525235993e-05	0	0	0	0.00108158311024066	0	0.000104090888185362	0	0	0	0	0	0	0	0.000149548520638581	0.000582388614087362
Escherichia albertii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0191065027272285	0	0	0	0	0	0
Escherichia coli	0	0.0892587896019252	7.01164544915619e-05	8.85402653987747e-05	0.00144642170753297	0.000399809132389433	0.000156917282826568	7.94675014488964e-05	0.0355962902816658	8.82618876357213e-05	0.000115678395339979	0	0.151647054420786	0.000317949972861733	0.173405372705622	9.53083850720309e-05	0.000414548582143192	0.644230998581525	0	0.000131200543282386	0.000213234793135342	0.000214444092099024	0.00252027899209055	0.000307507128275671	0.00959122845587108	0.0183131804706554	0	0	0.000967351602950896	9.85835910413867e-05	7.55865539079253e-05	0.00754014453153981	0.00266420273651569	9.64766454631092e-05	0.000624200308372438	0.0129012448447852	0.0426683076245023	9.30681950041624e-05	0.000383301172959825	6.84098273826573e-05	8.43964438817204e-05	0.000172893765514472	0.00147412216299952	0.00524494867280963	0.0426700152474129	0.381729637940632	0.000251258545466937	0.00122528995705585	0.0332418226905708	0.0024937282303231	5.83057009416242e-05	0.00123438163227908	0.0376976326835252	0	0.000184557904023406	0.000439469422758464	0.000181520258092994	0.0300272065367894	0.00100765185428605
Eubacterium biforme	0	0	0	0	0	0.00326244252029777	0	0	0	0	0.00187399000450766	0.000992052094677256	0	0	0	0.000127077846762708	0	0	0.00273247156034456	0.00539032385900943	0	0	0	0	0	0	0.000944493907832612	0	0	0	0	0	0	0	0.00350316499596776	0	0	0	0	0	0.00210428466745089	0	0	0	0	0	0.00659826788965346	0	0	0	0	0	0	0	0.0128509088247683	0	0	0	0
Eubacterium cylindroides	0	0	0	0	0	0	0	0	0	0	0.000138814074407975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33350790999746e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium dolichum	0	0	0	8.85402653987747e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000179216918424671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.68882626763394e-05	0	0	0	0	0.000114290532873367	0	0
Eubacterium eligens	0.000374662615478461	0	0.00209959827616399	0	0.017525100659359	0.000719656438300979	2.94219905299816e-05	0.0340915581215766	0.0141279018312559	0.0448622566011281	0.0103694113582757	0	0	0.00299247033281631	0	6.35389233813539e-05	0.0260306632210635	0.000172406977726001	0	0.00666095065895193	0.0122482065176941	0.00272228081240301	0.0174143148421224	0.0987144473754036	0.117196794597886	0.0109943565853759	0.00112005865775915	7.96823936443874e-05	0.00455827800784437	0.000252732478851555	0.000113379830861888	0	0	0.00885441212805869	0.00398086931359973	0.00514905559215372	0.000146057648189761	0.00786426247785173	0	0.0474137111951301	0.0196362392764803	0.00450007892881067	0.0367190429692607	0.000149800091916299	0.0232978427576987	0	0.0195599315503717	0.00748788307089684	0	0.00441467825774387	0.0010626213996611	3.8928319825315e-05	0	0.00692348957465639	0.00325389781555113	0.0187917125171519	0	0.000106820371884701	0.00236712791532282
Eubacterium hallii	0.000210747721206634	0	0.00161423659673907	0.00206520169042642	0	0.000266539421592955	0	0.00040395979903189	0.0027433365996099	0.0024019842278007	0.000331611399974606	0.000310016279586643	0	0.000854100907491323	0	0	0.000689046967616386	0	0.00222206649529906	0.000706464463828235	0.00108323274912754	0.00129419907474897	0.000444436295379408	0	0	0	4.44467721332994e-05	0	0.000183210530861912	0	0	0.000982108712967199	0	0.000234491846611724	0.00168788858896629	0	0	0.000567715989525391	0	0.00247415542367277	0.000298200768382079	0.000171164827859327	0	0	0	0	0.000240334260881418	0.000126058637557186	0	0.000373502598782768	0.00579850195864453	0.00176578858727629	0	0.00342400525049905	0.000357758398568449	0.00228524099834401	0	0	0.00160626537111192
